4,6,1,5,false
4,6,1,6,false
4,6,1,7,false
4,6,1,8,false
4,6,1,9,false
4,6,1,10,false
4,6,1,11,false
4,6,2,4,false
4,6,2,5,false
4,6,2,6,true
4,6,2,7,true
4,6,2,8,true
4,6,2,9,true
4,6,2,10,true
4,6,2,11,true
4,6,2,12,false
4,6,2,22,false
4,6,2,23,false
4,6,2,24,false
4,6,2,25,false
4,6,3,3,false
4,6,3,4,false
4,6,3,5,true
4,6,3,6,true
4,6,3,7,true
4,6,3,8,true
4,6,3,9,true
4,6,3,10,true
4,6,3,11,true
4,6,3,12,true
4,6,3,13,false
4,6,3,14,false
4,6,3,15,false
4,6,3,16,false
4,6,3,17,false
4,6,3,18,false
4,6,3,19,false
4,6,3,20,false
4,6,3,21,false
4,6,3,22,false
4,6,3,23,true
4,6,3,24,true
4,6,3,25,true
4,6,4,2,false
4,6,4,3,false
4,6,4,4,true
4,6,4,5,true
4,6,4,6,true
4,6,4,9,false
4,6,4,10,false
4,6,4,11,false
4,6,4,12,false
4,6,4,13,false
4,6,4,14,false
4,6,4,15,false
4,6,4,16,false
4,6,4,17,false
4,6,4,18,false
4,6,4,19,false
4,6,4,20,false
4,6,4,21,false
4,6,4,22,false
4,6,4,23,false
4,6,4,24,false
4,6,4,25,false
4,6,5,1,false
4,6,5,2,false
4,6,5,3,true
4,6,5,4,true
4,6,5,5,true
4,6,5,6,true
4,6,5,7,false
4,6,5,8,false
4,6,5,9,false
4,6,5,10,false
4,6,5,11,false
4,6,5,12,false
4,6,5,13,false
4,6,5,14,false
4,6,5,15,false
4,6,5,16,false
4,6,5,22,false
4,6,5,23,false
4,6,5,24,false
4,6,5,25,false
4,6,6,1,false
4,6,6,2,true
4,6,6,3,true
4,6,6,4,true
4,6,6,5,true
4,6,6,6,true
4,6,6,7,true
4,6,6,8,false
4,6,6,9,false
4,6,6,10,false
4,6,6,11,false
4,6,6,12,false
4,6,6,13,false
4,6,6,14,false
4,6,6,22,false
4,6,6,23,false
4,6,6,24,false
4,6,7,1,false
4,6,7,2,true
4,6,7,3,true
4,6,7,5,false
4,6,7,6,true
4,6,7,7,true
4,6,7,8,true
4,6,7,9,false
4,6,7,10,false
4,6,7,12,false
4,6,7,13,false
4,6,7,14,false
4,6,7,22,false
4,6,7,23,false
4,6,7,24,false
4,6,8,1,false
4,6,8,2,true
4,6,8,3,true
4,6,8,4,false
4,6,8,5,false
4,6,8,6,true
4,6,8,7,true
4,6,8,8,true
4,6,8,9,true
4,6,8,10,false
4,6,8,11,false
4,6,8,13,false
4,6,8,14,false
4,6,8,22,false
4,6,8,23,false
4,6,8,24,false
4,6,9,1,false
4,6,9,2,true
4,6,9,3,false
4,6,9,4,false
4,6,9,5,true
4,6,9,6,true
4,6,9,7,true
4,6,9,8,true
4,6,9,9,true
4,6,9,10,true
4,6,9,11,false
4,6,9,12,false
4,6,9,13,false
4,6,9,22,false
4,6,9,23,false
4,6,9,24,false
4,6,10,1,false
4,6,10,2,false
4,6,10,3,false
4,6,10,4,false
4,6,10,5,true
4,6,10,6,true
4,6,10,8,false
4,6,10,9,true
4,6,10,10,true
4,6,10,11,true
4,6,10,12,false
4,6,10,13,false
4,6,10,22,false
4,6,10,23,false
4,6,10,24,false
4,6,11,1,false
4,6,11,2,false
4,6,11,3,false
4,6,11,4,false
4,6,11,5,true
4,6,11,6,true
4,6,11,7,false
4,6,11,8,false
4,6,11,9,true
4,6,11,10,true
4,6,11,11,true
4,6,11,12,true
4,6,11,13,false
4,6,11,22,false
4,6,11,23,false
4,6,11,24,false
4,6,12,2,false
4,6,12,3,false
4,6,12,6,false
4,6,12,7,true
4,6,12,8,false
4,6,12,9,true
4,6,12,10,true
4,6,12,11,true
4,6,12,12,true
4,6,12,21,false
4,6,12,22,false
4,6,12,23,false
4,6,13,2,false
4,6,13,3,false
4,6,13,4,false
4,6,13,6,false
4,6,13,7,true
4,6,13,8,false
4,6,13,9,false
4,6,13,10,true
4,6,13,11,true
4,6,13,12,true
4,6,13,21,false
4,6,13,22,false
4,6,13,23,false
4,6,14,2,false
4,6,14,3,false
4,6,14,4,false
4,6,14,5,false
4,6,14,6,false
4,6,14,7,true
4,6,14,8,false
4,6,14,9,false
4,6,14,10,true
4,6,14,11,true
4,6,14,21,false
4,6,14,22,false
4,6,14,23,false
4,6,15,3,false
4,6,15,4,false
4,6,15,5,false
4,6,15,6,false
4,6,15,7,true
4,6,15,9,false
4,6,15,10,true
4,6,15,11,true
4,6,15,21,false
4,6,15,22,false
4,6,15,23,false
4,6,16,3,false
4,6,16,4,false
4,6,16,5,false
4,6,16,6,false
4,6,16,7,true
4,6,16,8,false
4,6,16,10,false
4,6,16,11,true
4,6,16,21,false
4,6,16,22,false
4,6,16,23,false
4,6,17,3,false
4,6,17,4,false
4,6,17,5,false
4,6,17,6,false
4,6,17,7,true
4,6,17,8,false
4,6,17,9,false
4,6,17,10,false
4,6,17,21,false
4,6,17,22,false
4,6,17,23,false
4,6,18,3,false
4,6,18,4,false
4,6,18,5,false
4,6,18,6,false
4,6,18,7,true
4,6,18,8,false
4,6,18,9,false
4,6,18,10,false
4,6,18,20,false
4,6,18,21,false
4,6,18,22,false
4,6,18,23,false
4,6,19,7,false
4,6,19,8,true
4,6,19,9,false
4,6,19,10,false
4,6,19,20,false
4,6,19,21,false
4,6,19,22,false
4,6,19,23,false
4,6,20,7,false
4,6,20,8,true
4,6,20,9,false
4,6,20,10,false
4,6,20,20,false
