3,4,1,6,false
3,4,1,7,false
3,4,1,8,false
3,4,1,9,false
3,4,2,6,false
3,4,2,7,false
3,4,2,8,false
3,4,2,9,false
3,4,3,4,false
3,4,3,5,false
3,4,3,6,false
3,4,3,7,false
3,4,3,8,false
3,4,3,9,false
3,4,4,4,false
3,4,4,5,false
3,4,4,6,false
3,4,4,7,false
3,4,4,8,false
3,4,4,9,false
3,4,5,3,false
3,4,5,4,false
3,4,5,5,false
3,4,6,3,false
3,4,6,4,false
3,4,6,5,false
3,4,6,6,false
3,4,6,7,false
3,4,6,8,false
3,4,6,9,false
3,4,6,10,false
3,4,7,3,false
3,4,7,4,false
3,4,7,5,false
3,4,7,6,false
3,4,7,7,false
3,4,7,8,false
3,4,7,9,false
3,4,7,10,false
3,4,8,3,false
3,4,8,4,false
3,4,8,5,false
3,4,8,7,false
3,4,8,8,false
3,4,8,9,false
3,4,8,10,false
3,4,9,2,false
3,4,9,3,false
3,4,9,5,false
3,4,9,6,false
3,4,9,7,false
3,4,9,8,false
3,4,9,9,false
3,4,10,2,false
3,4,10,3,false
3,4,10,4,false
3,4,10,5,false
3,4,10,6,false
3,4,10,7,false
3,4,10,8,false
3,4,10,9,false
3,4,10,10,false
3,4,10,11,false
3,4,11,2,false
3,4,11,3,false
3,4,11,4,false
3,4,11,5,false
3,4,11,8,false
3,4,11,9,false
3,4,11,10,false
3,4,11,11,false
3,4,12,2,false
3,4,12,3,false
3,4,12,4,false
3,4,12,5,false
3,4,12,6,false
3,4,12,8,false
3,4,12,9,false
3,4,12,10,false
3,4,12,11,false
3,4,13,2,false
3,4,13,3,false
3,4,13,4,false
3,4,13,5,false
3,4,13,6,false
3,4,13,7,false
3,4,13,8,false
3,4,13,9,false
3,4,13,10,false
3,4,13,11,false
3,4,13,12,false
3,4,14,1,false
3,4,14,2,false
3,4,14,9,false
3,4,14,10,false
3,4,14,11,false
3,4,14,12,false
3,4,15,1,false
3,4,15,2,false
3,4,15,3,false
3,4,15,4,false
3,4,15,5,false
3,4,15,6,false
3,4,15,7,false
